,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
13771,1003391,P00237542,M,18-25,4,A,0,0,1,15.0,16.0,19393
13772,1003391,P00221142,M,18-25,4,A,0,0,1,,,12045
13773,1003391,P00252842,M,18-25,4,A,0,0,8,,,9895
13774,1003391,P00261842,M,18-25,4,A,0,0,2,14.0,,9713
13775,1003391,P00126142,M,18-25,4,A,0,0,8,16.0,,9901
13776,1003391,P00174542,M,18-25,4,A,0,0,11,15.0,,3140
13777,1003391,P00136542,M,18-25,4,A,0,0,5,8.0,,6902
13778,1003393,P00344142,M,36-45,12,C,3,1,18,,,3093
13779,1003400,P00184942,M,26-35,14,C,4+,1,1,8.0,17.0,19537
13780,1003401,P00181342,M,36-45,7,B,1,0,11,,,1677
13781,1003401,P00121142,M,36-45,7,B,1,0,8,,,7816
13782,1003401,P00201442,M,36-45,7,B,1,0,1,6.0,8.0,15474
13783,1003401,P00191742,M,36-45,7,B,1,0,4,11.0,,2115
13784,1003401,P00367342,M,36-45,7,B,1,0,11,,,1590
13785,1003401,P00129342,M,36-45,7,B,1,0,1,5.0,15.0,3885
13786,1003402,P00279942,M,36-45,20,B,4+,0,8,,,7794
13787,1003402,P00211042,M,36-45,20,B,4+,0,5,,,5229
13788,1003402,P00085942,M,36-45,20,B,4+,0,2,4.0,8.0,16149
13789,1003405,P00033542,M,36-45,14,B,4+,0,5,,,3765
13790,1003410,P00285442,M,36-45,1,B,3,1,8,,,5925
13791,1003411,P00110842,M,18-25,4,A,4+,0,1,2.0,5.0,7927
13792,1003411,P00329542,M,18-25,4,A,4+,0,1,15.0,16.0,15809
13793,1003413,P00003442,F,26-35,17,B,2,0,4,5.0,8.0,2742
13794,1003415,P00265242,M,36-45,7,C,0,0,5,8.0,,8889
13795,1003416,P00014542,M,26-35,12,B,4+,1,8,,,9974
13796,1003418,P00334242,F,18-25,3,C,4+,0,1,8.0,,19468
13797,1003421,P00105142,M,46-50,7,B,3,1,1,2.0,15.0,15522
13798,1003422,P00190142,M,26-35,5,B,2,0,3,4.0,5.0,8379
13799,1003425,P00300042,M,18-25,20,A,1,0,16,,,8798
13800,1003425,P00132042,M,18-25,20,A,1,0,13,16.0,,204
13801,1003425,P00313342,M,18-25,20,A,1,0,5,,,8871
13802,1003428,P00073842,M,46-50,1,C,4+,1,1,15.0,17.0,8216
13803,1003430,P00116142,F,46-50,1,B,1,1,10,13.0,16.0,19086
13804,1003430,P00254142,F,46-50,1,B,1,1,8,,,7761
13805,1003430,P00330442,F,46-50,1,B,1,1,5,14.0,,5183
13806,1003431,P00177542,F,46-50,6,B,1,1,1,8.0,,7875
13807,1003432,P00119742,M,26-35,12,C,4+,0,5,8.0,12.0,8808
13808,1003436,P00115842,M,36-45,0,C,1,0,16,,,16332
13809,1003437,P00034742,F,26-35,0,C,2,1,5,14.0,17.0,8867
13810,1003443,P00323942,F,36-45,17,C,1,0,8,15.0,,7981
13811,1003444,P00144242,M,51-55,14,C,1,1,5,14.0,,1933
13812,1003445,P00010842,F,36-45,20,C,1,0,8,16.0,,3891
13813,1003446,P00244342,M,26-35,7,C,1,0,11,,,7466
13814,1003447,P00271742,M,26-35,12,B,0,0,1,5.0,,19241
13815,1003450,P00295942,M,26-35,5,B,3,0,2,5.0,15.0,9779
13816,1003453,P00323942,M,36-45,7,C,1,0,8,15.0,,7844
13817,1003454,P00136542,M,18-25,0,A,1,1,5,8.0,,5303
13818,1003457,P00035742,M,26-35,20,C,1,0,11,,,4545
13819,1003462,P00110742,F,26-35,4,B,3,0,1,2.0,8.0,15859
13820,1003462,P00150342,F,26-35,4,B,3,0,8,14.0,,7774
13821,1003462,P00150842,F,26-35,4,B,3,0,11,13.0,16.0,4474
13822,1003462,P00114942,F,26-35,4,B,3,0,1,15.0,16.0,15236
13823,1003464,P00250342,F,26-35,14,B,4+,1,16,,,12692
13824,1003464,P00303142,F,26-35,14,B,4+,1,5,,,5444
13825,1003464,P00102242,F,26-35,14,B,4+,1,8,12.0,,10011
13826,1003464,P00249842,F,26-35,14,B,4+,1,8,,,5916
13827,1003468,P00260042,M,26-35,20,C,2,1,5,8.0,,8752
13828,1003469,P00250242,M,46-50,17,B,3,1,5,,,7085
13829,1003471,P00119442,M,18-25,4,A,1,0,5,,,5376
13830,1003471,P00345842,M,18-25,4,A,1,0,2,8.0,14.0,9812
13831,1003471,P00085942,M,18-25,4,A,1,0,2,4.0,8.0,9525
13832,1003471,P00168742,M,18-25,4,A,1,0,1,5.0,,8070
13833,1003473,P00040442,F,36-45,16,A,1,1,5,14.0,,3765
13834,1003474,P00288242,M,36-45,11,C,4+,1,5,14.0,,8857
13835,1003475,P00213742,M,26-35,14,A,1,0,8,,,9697
13836,1003475,P00277642,M,26-35,14,A,1,0,2,3.0,10.0,9631
13837,1003475,P00204242,M,26-35,14,A,1,0,6,8.0,,16524
13838,1003476,P00222142,M,51-55,0,B,2,1,5,13.0,,3528
13839,1003477,P00084142,F,51-55,1,A,1,1,5,12.0,,7069
13840,1003481,P00220342,M,18-25,4,B,1,1,5,,,6935
13841,1003483,P00153842,F,46-50,7,B,0,1,8,14.0,16.0,8079
13842,1003483,P00127242,F,46-50,7,B,0,1,1,16.0,,19672
13843,1003483,P00136742,F,46-50,7,B,0,1,1,14.0,16.0,11980
13844,1003486,P00189742,F,18-25,0,A,1,0,2,4.0,,12889
13845,1003491,P00266142,M,26-35,16,B,1,0,5,11.0,,6995
13846,1003491,P00181642,M,26-35,16,B,1,0,11,16.0,,4553
13847,1003492,P00331642,M,36-45,7,B,2,0,12,,,1090
13848,1003497,P00237942,F,36-45,2,A,2,0,8,,,8025
13849,1003497,P00301542,F,36-45,2,A,2,0,16,,,12806
13850,1003499,P00004442,M,26-35,3,A,2,0,1,2.0,,7977
13851,1003499,P00158242,M,26-35,3,A,2,0,6,8.0,,20579
13852,1003503,P00084042,M,18-25,4,B,0,0,12,14.0,,1076
13853,1003504,P00216742,M,18-25,7,B,1,0,5,,,5450
13854,1003506,P00173342,M,18-25,12,C,1,0,1,6.0,14.0,15365
13855,1003507,P00085242,M,26-35,0,A,3,0,8,14.0,17.0,9966
13856,1003507,P00135642,M,26-35,0,A,3,0,8,,,2158
13857,1003507,P00186642,M,26-35,0,A,3,0,2,4.0,15.0,9600
13858,1003507,P00036742,M,26-35,0,A,3,0,1,16.0,,11691
13859,1003507,P00261342,M,26-35,0,A,3,0,1,17.0,,4502
13860,1003509,P00162442,M,18-25,4,A,0,0,1,16.0,,11543
13861,1003509,P00068242,M,18-25,4,A,0,0,2,4.0,,3637
13862,1003511,P00121342,M,51-55,0,C,2,1,1,5.0,18.0,15507
13863,1003512,P00304642,M,18-25,17,A,2,0,2,14.0,15.0,9760
13864,1003512,P00112842,M,18-25,17,A,2,0,8,17.0,,9825
13865,1003513,P00205942,M,26-35,16,C,1,0,5,8.0,14.0,8755
13866,1003513,P00324442,M,26-35,16,C,1,0,11,13.0,16.0,5992
13867,1003513,P00348242,M,26-35,16,C,1,0,8,,,7990
13868,1003515,P00059442,M,36-45,3,C,0,0,6,8.0,16.0,20356
13869,1003515,P00005042,M,36-45,3,C,0,0,6,16.0,,20135
13870,1003516,P00270942,M,18-25,4,C,0,0,1,2.0,15.0,11525
13871,1003518,P00355242,F,18-25,7,A,2,0,5,8.0,,5159
13872,1003519,P00021842,F,26-35,14,A,1,1,5,8.0,14.0,5230
13873,1003521,P00279542,M,26-35,0,B,3,0,8,,,9987
13874,1003522,P00182142,M,18-25,0,C,2,0,1,5.0,6.0,15587
13875,1003524,P00286642,F,26-35,0,C,4+,0,11,14.0,,4460
13876,1003524,P00046942,F,26-35,0,C,4+,0,16,,,16803
13877,1003524,P00265242,F,26-35,0,C,4+,0,5,8.0,,5278
13878,1003526,P00102942,M,36-45,2,B,1,1,1,14.0,,3971
13879,1003531,P00278642,F,26-35,11,C,1,1,5,,,8684
13880,1003531,P00119442,F,26-35,11,C,1,1,5,,,7067
13881,1003531,P00118442,F,26-35,11,C,1,1,1,2.0,,11888
13882,1003533,P00248042,M,26-35,2,A,2,1,8,,,4150
13883,1003538,P00076042,M,36-45,0,C,2,1,8,,,4047
13884,1003539,P00228642,F,26-35,4,A,1,1,5,18.0,,8872
13885,1003539,P00127742,F,26-35,4,A,1,1,1,2.0,15.0,19591
13886,1003539,P00136542,F,26-35,4,A,1,1,5,8.0,,7134
13887,1003540,P00073842,M,18-25,17,B,2,1,1,15.0,17.0,11994
13888,1003546,P00117442,M,26-35,20,B,3,0,5,14.0,,5271
13889,1003547,P00242142,M,36-45,16,A,2,0,5,9.0,,7040
13890,1003552,P00351342,F,36-45,2,C,4+,0,1,2.0,16.0,8156
13891,1003557,P00036542,M,18-25,5,B,0,1,4,5.0,,2820
13892,1003558,P00136542,M,18-25,17,A,3,0,5,8.0,,8757
13893,1003562,P00222842,F,26-35,6,B,4+,0,8,,,8041
13894,1003562,P00118042,F,26-35,6,B,4+,0,8,,,8051
13895,1003562,P00323942,F,26-35,6,B,4+,0,8,15.0,,6132
13896,1003562,P00233142,F,26-35,6,B,4+,0,1,11.0,15.0,11641
13897,1003564,P00102642,M,26-35,11,C,4+,0,4,8.0,9.0,2813
13898,1003569,P00210642,F,18-25,2,B,1,0,8,14.0,,9737
13899,1003573,P00071442,M,0-17,10,B,1,0,15,17.0,,21267
13900,1003576,P00221942,M,51-55,7,B,3,1,1,8.0,,15332
13901,1003580,P00142142,F,18-25,3,C,0,0,1,2.0,15.0,11564
13902,1003583,P00178242,F,26-35,9,C,4+,0,8,,,5822
13903,1003584,P00006942,M,18-25,0,C,4+,1,1,5.0,6.0,4249
13904,1003585,P00285542,M,36-45,20,A,0,1,8,,,9747
13905,1003585,P00297942,M,36-45,20,A,0,1,8,,,9795
13906,1003586,P0095542,M,36-45,20,A,2,1,2,4.0,9.0,12835
13907,1003588,P00101342,M,26-35,2,B,4+,0,6,8.0,,12416
13908,1003589,P00112142,F,46-50,0,B,1,1,1,2.0,14.0,15452
13909,1003589,P00160642,F,46-50,0,B,1,1,1,11.0,15.0,4375
13910,1003590,P00218342,F,18-25,15,A,1,0,5,,,6972
13911,1003591,P00347142,M,36-45,6,C,1,0,5,,,8603
13912,1003591,P00050442,M,36-45,6,C,1,0,1,8.0,13.0,11980
13913,1003592,P00197042,F,55+,2,B,2,1,5,,,6929
13914,1003592,P00360142,F,55+,2,B,2,1,8,,,7778
13915,1003592,P00182742,F,55+,2,B,2,1,1,2.0,14.0,15385
13916,1003594,P00255742,M,0-17,0,B,0,0,3,4.0,,5519
13917,1003600,P00187442,M,36-45,20,B,4+,1,2,4.0,5.0,12716
13918,1003600,P00221742,M,36-45,20,B,4+,1,1,8.0,,11633
13919,1003600,P00016342,M,36-45,20,B,4+,1,1,2.0,8.0,15745
13920,1003600,P00004742,M,36-45,20,B,4+,1,6,16.0,,20273
13921,1003600,P00271042,M,36-45,20,B,4+,1,6,16.0,,20651
13922,1003600,P00250842,M,36-45,20,B,4+,1,8,,,6137
13923,1003603,P00178242,F,36-45,7,B,0,1,8,,,3930
13924,1003605,P00306042,M,18-25,12,A,2,0,2,8.0,,3573
13925,1003605,P00021742,M,18-25,12,A,2,0,5,,,3735
13926,1003609,P00325742,F,26-35,17,C,3,0,2,9.0,,13265
13927,1003609,P00199142,F,26-35,17,C,3,0,5,8.0,14.0,5210
13928,1003612,P00249142,M,26-35,14,C,1,1,5,,,5254
13929,1003612,P00284042,M,26-35,14,C,1,1,8,17.0,,6123
13930,1003612,P00002442,M,26-35,14,C,1,1,8,15.0,,6129
13931,1003612,P00289242,M,26-35,14,C,1,1,1,8.0,,15308
13932,1003612,P00270842,M,26-35,14,C,1,1,5,,,8794
13933,1003613,P00178942,M,26-35,0,C,1,1,5,8.0,,8840
13934,1003613,P00150942,M,26-35,0,C,1,1,6,11.0,13.0,12430
13935,1003618,P00085142,M,55+,17,A,4+,1,5,13.0,14.0,5361
13936,1003618,P00086342,M,55+,17,A,4+,1,8,,,5994
13937,1003618,P00118442,M,55+,17,A,4+,1,1,2.0,,8268
13938,1003618,P00320142,M,55+,17,A,4+,1,1,8.0,,8224
13939,1003618,P00016342,M,55+,17,A,4+,1,1,2.0,8.0,11431
13940,1003618,P00249142,M,55+,17,A,4+,1,5,,,5285
13941,1003618,P00195542,M,55+,17,A,4+,1,2,12.0,,13150
13942,1003619,P00337842,M,51-55,16,B,3,1,5,,,6955
13943,1003622,P00260042,M,18-25,1,B,2,1,5,8.0,,6994
13944,1003625,P00248542,M,18-25,10,B,1,0,8,16.0,,3881
13945,1003626,P00100942,M,26-35,17,B,3,0,5,,,5460
13946,1003626,P00150842,M,26-35,17,B,3,0,11,13.0,16.0,5934
13947,1003629,P00213242,F,51-55,7,B,0,0,5,8.0,,8566
13948,1003635,P00282442,M,51-55,1,C,1,0,5,8.0,18.0,7184
13949,1003637,P00279442,M,26-35,6,C,1,1,16,,,4125
13950,1003640,P00332242,M,36-45,7,C,2,1,1,16.0,,15693
13951,1003643,P00305042,M,26-35,17,C,1,0,11,13.0,16.0,4484
13952,1003644,P00031342,F,26-35,11,A,2,1,8,,,9737
13953,1003648,P00240142,M,18-25,4,B,1,0,5,,,5195
13954,1003648,P00228142,M,18-25,4,B,1,0,5,,,3760
13955,1003650,P00127842,M,26-35,0,A,2,0,1,2.0,15.0,15401
13956,1003650,P00108542,M,26-35,0,A,2,0,5,8.0,14.0,7044
13957,1003650,P00313342,M,26-35,0,A,2,0,5,,,5346
13958,1003650,P00020142,M,26-35,0,A,2,0,7,,,8625
13959,1003651,P00126142,M,26-35,14,A,1,0,8,16.0,,9841
13960,1003652,P00284042,M,26-35,12,B,3,0,8,17.0,,4194
13961,1003652,P00042242,M,26-35,12,B,3,0,5,15.0,,3459
13962,1003656,P00356042,F,46-50,5,C,3,1,1,15.0,,8029
13963,1003658,P00046942,F,26-35,7,C,4+,0,16,,,12891
13964,1003658,P00226242,F,26-35,7,C,4+,0,11,15.0,,6113
13965,1003658,P00123142,F,26-35,7,C,4+,0,11,,,7615
13966,1003660,P00160342,M,36-45,7,C,3,0,8,,,5824
13967,1003661,P00114942,M,36-45,12,C,0,1,1,15.0,16.0,19053
13968,1003665,P00127442,M,26-35,0,A,2,0,1,2.0,15.0,15711
13969,1003665,P00191442,M,26-35,0,A,2,0,1,2.0,15.0,11529
13970,1003669,P00334242,M,26-35,14,A,2,0,1,8.0,,19560
13971,1003669,P00070042,M,26-35,14,A,2,0,1,2.0,16.0,11430
13972,1003671,P00334242,M,26-35,4,A,1,0,1,8.0,,18957
13973,1003672,P00313442,M,36-45,5,C,4+,0,5,6.0,8.0,8827
13974,1003673,P00145642,M,26-35,2,B,1,0,1,8.0,17.0,11513
13975,1003673,P00232442,M,26-35,2,B,1,0,5,,,6955
13976,1003675,P00100942,M,36-45,7,B,3,0,5,,,7101
13977,1003675,P00046742,M,36-45,7,B,3,0,1,2.0,15.0,11946
13978,1003675,P00150142,M,36-45,7,B,3,0,8,,,8007
13979,1003675,P00176542,M,36-45,7,B,3,0,8,14.0,17.0,6115
13980,1003675,P00297742,M,36-45,7,B,3,0,8,17.0,,7891
13981,1003675,P00283942,M,36-45,7,B,3,0,5,,,6854
13982,1003679,P00051442,M,26-35,4,A,2,0,8,17.0,,5935
13983,1003679,P00268442,M,26-35,4,A,2,0,8,17.0,,7887
13984,1003680,P00150042,F,26-35,1,C,1,0,8,,,7875
13985,1003681,P00070342,M,26-35,7,B,3,0,1,2.0,14.0,19609
13986,1003681,P00005042,M,26-35,7,B,3,0,6,16.0,,20371
13987,1003681,P00319242,M,26-35,7,B,3,0,8,,,4260
13988,1003681,P00357842,M,26-35,7,B,3,0,5,,,7094
13989,1003682,P00116042,F,51-55,1,C,2,0,8,,,8031
13990,1003683,P00100442,M,26-35,2,B,3,1,2,4.0,5.0,9894
13991,1003683,P00049642,M,26-35,2,B,3,1,8,14.0,,5879
13992,1003685,P00303242,M,26-35,5,C,1,1,5,8.0,,5277
13993,1003687,P0097142,F,51-55,1,C,4+,0,12,,,1766
13994,1003689,P00140442,M,26-35,0,C,1,1,1,6.0,14.0,15731
13995,1003690,P00230942,M,18-25,0,B,2,0,5,14.0,,7088
13996,1003690,P00013742,M,18-25,0,B,2,0,5,,,6969
13997,1003690,P00303442,M,18-25,0,B,2,0,1,8.0,14.0,11941
13998,1003691,P00116742,M,26-35,7,B,1,1,11,,,6078
13999,1003691,P00317942,M,26-35,7,B,1,1,8,16.0,,6031
14000,1003692,P00102642,M,36-45,17,C,3,1,4,8.0,9.0,3535
14001,1003693,P00127442,M,26-35,15,B,1,1,1,2.0,15.0,15775
14002,1003693,P00207342,M,26-35,15,B,1,1,5,8.0,14.0,5160
14003,1003693,P00232342,M,26-35,15,B,1,1,11,,,4566
14004,1003693,P00086642,M,26-35,15,B,1,1,8,,,8026
14005,1003695,P00010742,M,26-35,2,A,2,0,1,8.0,17.0,15473
14006,1003698,P00248142,M,26-35,7,B,0,0,5,,,1877
14007,1003701,P00285442,M,36-45,1,B,3,0,8,,,5985
14008,1003704,P00156742,F,36-45,0,C,4+,1,5,6.0,8.0,5257
14009,1003705,P00148642,M,46-50,7,B,1,1,6,10.0,13.0,16057
14010,1003705,P00057742,M,46-50,7,B,1,1,2,8.0,18.0,13038
14011,1003705,P00076742,M,46-50,7,B,1,1,5,,,5198
14012,1003709,P00254242,M,26-35,12,C,3,0,5,11.0,12.0,3532
14013,1003712,P00191442,M,26-35,17,C,4+,1,1,2.0,15.0,11668
14014,1003712,P00117142,M,26-35,17,C,4+,1,2,17.0,,12813
14015,1003713,P00104842,F,26-35,7,B,1,1,8,,,9763
14016,1003715,P00201342,M,18-25,5,B,2,0,1,2.0,9.0,19425
14017,1003715,P00278942,M,18-25,5,B,2,0,1,2.0,3.0,19271
14018,1003716,P00025442,M,18-25,12,B,3,1,1,2.0,9.0,15317
14019,1003717,P00113142,M,36-45,17,C,4+,0,1,5.0,12.0,19688
14020,1003717,P00145042,M,36-45,17,C,4+,0,1,2.0,5.0,15620
14021,1003718,P00252542,M,51-55,17,C,1,0,8,,,8118
14022,1003718,P00327542,M,51-55,17,C,1,0,5,,,3508
14023,1003718,P00197542,M,51-55,17,C,1,0,5,,,7038
14024,1003721,P00189642,M,26-35,15,C,2,1,8,13.0,,7951
14025,1003724,P00035942,M,36-45,6,B,4+,0,1,5.0,18.0,19564
14026,1003726,P00196042,M,26-35,17,C,3,1,4,9.0,15.0,2798
14027,1003727,P00074242,M,36-45,7,B,1,0,5,,,3549
14028,1003727,P00221142,M,36-45,7,B,1,0,1,,,15569
14029,1003728,P00249642,M,18-25,4,B,1,0,3,5.0,,10627
14030,1003729,P00042842,M,18-25,4,A,2,0,5,,,5424
14031,1003729,P00273742,M,18-25,4,A,2,0,1,17.0,,15298
14032,1003732,P00101342,M,26-35,17,B,0,1,6,8.0,,8193
14033,1003737,P00090842,M,26-35,14,C,3,0,11,15.0,,4550
14034,1003742,P00074642,M,26-35,0,B,0,1,5,9.0,14.0,5218
14035,1003744,P00190542,M,26-35,0,C,1,0,3,4.0,,10872
14036,1003745,P00214442,F,26-35,9,C,4+,0,8,,,7978
14037,1003748,P00100842,M,18-25,4,C,2,0,5,,,3629
14038,1003751,P00327542,F,36-45,12,B,4+,0,5,,,7104
14039,1003754,P00217542,M,55+,7,C,1,1,1,2.0,11.0,11614
14040,1003756,P00115142,M,18-25,12,B,4+,0,1,8.0,17.0,19448
14041,1003756,P00321942,M,18-25,12,B,4+,0,5,,,6981
14042,1003760,P00262242,M,51-55,0,B,0,1,1,11.0,16.0,15888
14043,1003761,P00112642,M,26-35,17,C,2,1,1,2.0,5.0,15272
14044,1003762,P00233942,M,51-55,6,B,0,1,1,15.0,,7607
14045,1003762,P00124342,M,51-55,6,B,0,1,11,,,7594
14046,1003762,P00243642,M,51-55,6,B,0,1,11,,,7379
14047,1003762,P00123042,M,51-55,6,B,0,1,11,,,1683
14048,1003768,P00318742,M,26-35,4,B,2,0,1,8.0,,15273
14049,1003768,P00280842,M,26-35,4,B,2,0,1,8.0,,11704
14050,1003769,P00278942,M,26-35,15,B,0,0,1,2.0,3.0,15725
14051,1003769,P00190542,M,26-35,15,B,0,0,3,4.0,,13355
14052,1003769,P00156142,M,26-35,15,B,0,0,5,8.0,,8717
14053,1003770,P00316642,F,36-45,3,C,1,1,4,5.0,,2162
14054,1003770,P00192542,F,36-45,3,C,1,1,1,2.0,9.0,15772
14055,1003771,P00258942,M,26-35,1,B,0,0,5,11.0,,1977
14056,1003778,P00277942,M,26-35,0,B,4+,1,1,,,11621
14057,1003778,P00158842,M,26-35,0,B,4+,1,8,14.0,,3928
14058,1003778,P00180842,M,26-35,0,B,4+,1,11,,,1524
14059,1003779,P00220442,F,46-50,2,C,0,1,5,14.0,,5329
14060,1003780,P00270942,M,0-17,0,C,0,0,1,2.0,15.0,19281
14061,1003781,P00296042,F,55+,11,C,4+,0,8,13.0,16.0,7882
14062,1003783,P00327242,M,26-35,7,C,2,0,5,8.0,,6916
14063,1003789,P00084442,F,26-35,0,A,0,0,13,16.0,,755
14064,1003789,P00177442,F,26-35,0,A,0,0,1,6.0,8.0,15442
14065,1003789,P00017142,F,26-35,0,A,0,0,5,,,6949
14066,1003791,P00021842,M,51-55,18,C,2,0,5,8.0,14.0,5178
14067,1003792,P00212242,M,26-35,6,A,1,0,8,,,7833
14068,1003792,P00018042,M,26-35,6,A,1,0,15,16.0,,16700
14069,1003792,P00146342,M,26-35,6,A,1,0,5,14.0,,5414
14070,1003793,P00249142,M,18-25,4,C,3,0,5,,,6962
14071,1003793,P0095742,M,18-25,4,C,3,0,4,5.0,,707
14072,1003794,P00250942,F,18-25,4,B,3,0,11,16.0,,1679
14073,1003796,P00100742,M,46-50,14,C,4+,1,5,17.0,,6860
14074,1003796,P00177942,M,46-50,14,C,4+,1,5,8.0,,8869
14075,1003802,P00358342,M,18-25,0,C,0,1,11,15.0,16.0,1640
14076,1003804,P00243342,M,26-35,6,B,3,0,11,,,3170
14077,1003805,P00346542,F,36-45,1,C,1,0,10,13.0,16.0,23850
14078,1003807,P00105042,F,36-45,19,B,2,0,5,9.0,,5257
14079,1003807,P00265242,F,36-45,19,B,2,0,5,8.0,,8683
14080,1003807,P00294542,F,36-45,19,B,2,0,8,,,8101
14081,1003808,P00100442,M,26-35,7,A,2,1,2,4.0,5.0,13257
14082,1003808,P00205642,M,26-35,7,A,2,1,5,8.0,,6955
14083,1003808,P00230342,M,26-35,7,A,2,1,5,14.0,,5405
14084,1003808,P00282442,M,26-35,7,A,2,1,5,8.0,18.0,5322
14085,1003808,P00250942,M,26-35,7,A,2,1,11,16.0,,4705
14086,1003808,P00192742,M,26-35,7,A,2,1,11,16.0,,6168
14087,1003809,P00212042,M,36-45,6,C,1,0,13,15.0,,771
14088,1003810,P00177442,M,51-55,7,C,1,0,1,6.0,8.0,19514
14089,1003817,P00115142,M,36-45,3,C,1,1,1,8.0,17.0,19541
14090,1003821,P00291842,M,26-35,20,A,2,1,5,,,5386
14091,1003823,P00100042,M,55+,7,B,1,0,6,10.0,,12044
14092,1003823,P00010842,M,55+,7,B,1,0,8,16.0,,10004
14093,1003823,P00176442,M,55+,7,B,1,0,8,,,5962
14094,1003823,P00115942,M,55+,7,B,1,0,8,17.0,,10028
14095,1003824,P00124942,M,26-35,17,A,3,1,11,,,4491
14096,1003824,P00241642,M,26-35,17,A,3,1,1,2.0,11.0,12068
14097,1003825,P00201442,M,18-25,1,B,0,0,1,6.0,8.0,15623
14098,1003825,P00223042,M,18-25,1,B,0,0,1,2.0,8.0,4230
14099,1003829,P00193842,F,26-35,1,B,1,0,11,16.0,,3232
14100,1003829,P00284642,F,26-35,1,B,1,0,5,8.0,,5424
14101,1003829,P00061042,F,26-35,1,B,1,0,8,16.0,,5946
14102,1003833,P00168742,M,26-35,1,B,2,0,1,5.0,,15359
14103,1003834,P00303142,M,18-25,2,B,2,0,5,,,8806
14104,1003836,P00136542,F,51-55,8,B,1,0,5,8.0,,5396
14105,1003837,P00338042,M,26-35,17,C,0,0,5,,,8815
14106,1003839,P00079742,M,51-55,14,C,3,1,1,2.0,15.0,11389
14107,1003841,P00109242,M,46-50,18,A,4+,0,6,8.0,10.0,20667
14108,1003841,P00292842,M,46-50,18,A,4+,0,8,17.0,,10081
14109,1003841,P0096842,M,46-50,18,A,4+,0,3,4.0,12.0,11013
14110,1003841,P00283142,M,46-50,18,A,4+,0,13,14.0,16.0,560
14111,1003842,P00005042,F,36-45,16,B,4+,0,6,16.0,,20629
14112,1003842,P00368642,F,36-45,16,B,4+,0,11,15.0,,6065
14113,1003847,P00082242,M,26-35,7,B,1,0,11,,,4579
14114,1003848,P00319042,M,26-35,15,C,1,0,5,,,8807
14115,1003850,P00080042,M,18-25,3,B,0,0,5,14.0,,5216
14116,1003850,P00301542,M,18-25,3,B,0,0,16,,,12471
14117,1003852,P00278642,M,51-55,16,B,4+,1,5,,,8734
14118,1003853,P00112442,M,26-35,14,B,1,1,6,8.0,,20580
14119,1003859,P00044442,M,26-35,0,C,1,0,1,16.0,,11409
14120,1003860,P00261342,M,46-50,17,C,0,0,1,17.0,,11600
14121,1003873,P00232742,F,46-50,2,C,4+,0,8,,,4219
14122,1003878,P00117942,M,36-45,16,B,4+,0,5,15.0,,7056
14123,1003881,P00282042,M,18-25,2,B,1,1,5,15.0,,8739
14124,1003884,P00222842,M,18-25,4,A,1,1,8,,,4247
14125,1003884,P00109342,M,18-25,4,A,1,1,5,,,3611
14126,1003884,P00256042,M,18-25,4,A,1,1,6,8.0,16.0,16143
14127,1003887,P00216342,M,18-25,4,C,1,0,3,4.0,5.0,10971
14128,1003889,P00086442,M,46-50,6,C,0,1,8,13.0,15.0,9787
14129,1003890,P00255542,M,18-25,4,C,3,0,5,,,3761
14130,1003892,P00209742,M,26-35,20,A,0,0,1,11.0,15.0,12021
14131,1003894,P00258842,M,36-45,16,A,2,1,5,,,5318
14132,1003898,P00298242,M,46-50,11,C,0,0,8,,,7951
14133,1003900,P00034642,F,26-35,14,B,2,1,4,5.0,,2098
14134,1003901,P00296142,M,18-25,14,C,0,0,5,,,3461
14135,1003902,P00206442,M,26-35,5,C,2,0,1,5.0,9.0,19393
14136,1003908,P00048342,M,26-35,0,B,2,0,5,8.0,14.0,5445
14137,1003910,P00120042,M,26-35,20,A,2,0,1,2.0,,15474
14138,1003910,P00103042,M,26-35,20,A,2,0,1,14.0,,15887
14139,1003913,P00043742,M,18-25,17,B,0,0,5,8.0,,8613
14140,1003927,P00034742,F,26-35,16,C,2,0,5,14.0,17.0,8784
14141,1003929,P00345742,M,26-35,5,B,1,1,1,2.0,15.0,11777
14142,1003929,P00104842,M,26-35,5,B,1,1,8,,,7891
14143,1003929,P00033042,M,26-35,5,B,1,1,5,14.0,,5438
14144,1003930,P00123742,M,55+,3,C,0,1,11,,,7421
14145,1003931,P00205442,M,26-35,5,C,1,0,5,8.0,14.0,5412
14146,1003931,P00325742,M,26-35,5,C,1,0,2,9.0,,9653
14147,1003932,P00221142,M,26-35,7,C,0,1,1,,,11695
14148,1003933,P00299142,F,36-45,6,A,1,0,5,,,5375
14149,1003934,P00139942,M,26-35,0,B,2,0,5,,,5284
14150,1003934,P00188542,M,26-35,0,B,2,0,5,8.0,14.0,3701
14151,1003934,P00171542,M,26-35,0,B,2,0,2,5.0,14.0,6824
14152,1003934,P00031642,M,26-35,0,B,2,0,5,,,3426
14153,1003934,P00314142,M,26-35,0,B,2,0,8,16.0,,4036
14154,1003935,P00197542,M,36-45,18,C,4+,0,5,,,7175
14155,1003938,P00344042,M,26-35,2,C,2,0,18,,,3775
