User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1004802,P00110942,M,55+,1,B,3,1,1,2.0,,19409
1004802,P00293342,M,55+,1,B,3,1,8,,,9710
1004802,P00246142,M,55+,1,B,3,1,1,15.0,17.0,18989
1004806,P00025442,M,26-35,17,C,2,0,1,2.0,9.0,19051
1004806,P00221542,M,26-35,17,C,2,0,5,15.0,,6876
1004806,P00142142,M,26-35,17,C,2,0,1,2.0,15.0,15782
1004808,P00078842,M,36-45,0,A,1,1,1,16.0,,11817
1004809,P00121642,F,51-55,4,C,1,1,5,14.0,,8894
1004812,P00093642,M,18-25,14,C,2,0,6,,,8090
1004819,P00003942,M,36-45,18,B,1,0,5,14.0,,5452
1004819,P00181542,M,36-45,18,B,1,0,11,16.0,,7560
1004821,P00032842,M,18-25,19,C,1,0,8,,,9759
1004821,P00111742,M,18-25,19,C,1,0,15,,,12469
1004824,P00259342,M,26-35,7,C,2,0,5,9.0,,5313
1004824,P00216042,M,26-35,7,C,2,0,5,8.0,,7036
1004824,P00118742,M,26-35,7,C,2,0,5,11.0,,5454
1004826,P00282242,M,46-50,12,C,1,1,5,8.0,17.0,8875
1004829,P00100942,M,26-35,0,B,2,0,5,,,7107
1004832,P00178142,M,26-35,14,C,1,0,8,17.0,,7937
1004832,P00227842,M,26-35,14,C,1,0,2,5.0,,9893
1004834,P00365242,F,46-50,9,C,1,1,5,8.0,,7162
1004834,P00030642,F,46-50,9,C,1,1,8,,,8127
1004834,P00150942,F,46-50,9,C,1,1,6,11.0,13.0,12296
1004837,P00064242,M,26-35,5,B,2,0,5,,,1731
1004842,P00255842,F,36-45,1,C,1,0,16,,,16443
1004843,P00059442,M,55+,1,C,2,0,6,8.0,16.0,20652
1004843,P00011142,M,55+,1,C,2,0,8,,,5923
1004844,P00059442,M,46-50,7,C,4+,1,6,8.0,16.0,20636
1004847,P00113442,M,26-35,12,B,3,0,3,5.0,,8188
1004856,P00085342,M,26-35,7,A,1,0,10,13.0,,13848
1004858,P00237642,M,26-35,1,C,2,0,5,14.0,,5244
1004862,P00086442,M,26-35,0,C,0,0,8,13.0,15.0,7978
1004867,P00034842,M,26-35,16,A,3,0,5,14.0,,5388
1004867,P00344342,M,26-35,16,A,3,0,8,14.0,,5903
1004867,P00120442,M,26-35,16,A,3,0,8,,,7796
1004869,P00177442,F,46-50,6,C,3,1,1,6.0,8.0,11504
1004873,P00080342,M,55+,11,C,1,1,1,6.0,8.0,19132
1004874,P00005042,F,26-35,4,C,3,0,6,16.0,,20567
1004879,P00016342,M,26-35,3,A,2,0,1,2.0,8.0,3895
1004879,P00070942,M,26-35,3,A,2,0,3,5.0,16.0,13608
1004879,P00118742,M,26-35,3,A,2,0,5,11.0,,7188
1004879,P00059442,M,26-35,3,A,2,0,6,8.0,16.0,20458
1004880,P00331542,F,46-50,9,C,3,0,5,8.0,,8866
1004882,P00349242,M,46-50,11,B,2,1,8,,,5959
1004882,P00313842,M,46-50,11,B,2,1,1,2.0,17.0,15548
1004887,P00104542,M,18-25,2,B,1,1,8,,,7964
1004887,P00283142,M,18-25,2,B,1,1,13,14.0,16.0,932
1004888,P00349442,F,55+,0,B,4+,0,6,8.0,,20466
1004888,P00177642,F,55+,0,B,4+,0,8,,,8023
1004888,P00100642,F,55+,0,B,4+,0,5,15.0,,8773
1004899,P00208942,M,26-35,12,B,1,1,6,,,12090
1004901,P00114442,M,26-35,7,C,1,0,5,6.0,,6973
1004905,P00100842,F,46-50,1,C,3,1,5,,,5295
1004907,P00083942,F,51-55,7,B,0,1,12,14.0,,720
1004907,P00216042,F,51-55,7,B,0,1,5,8.0,,1844
1004909,P00339842,F,36-45,12,B,2,0,1,14.0,15.0,11556
1004914,P00212942,F,26-35,1,B,4+,0,5,,,6996
1004918,P00319042,F,18-25,12,C,1,0,5,,,8731
1004922,P00251642,M,18-25,17,C,1,0,1,2.0,4.0,8303
1004924,P00319042,F,36-45,0,C,1,0,5,,,6990
1004927,P00102442,M,46-50,0,B,4+,0,8,,,5860
1004928,P00114442,F,26-35,3,A,4+,0,5,6.0,,6964
1004928,P00075942,F,26-35,3,A,4+,0,5,14.0,,7164
1004930,P00085442,M,51-55,17,C,0,1,12,14.0,,1396
1004930,P0096542,M,51-55,17,C,0,1,3,4.0,12.0,10577
1004934,P00338442,F,26-35,0,A,2,0,1,16.0,,3882
1004934,P00115642,F,26-35,0,A,2,0,8,14.0,,4148
1004937,P00210042,M,36-45,0,C,1,1,8,14.0,,9819
1004940,P00346642,F,51-55,11,B,1,0,8,,,4087
1004942,P00111942,M,46-50,12,B,3,1,8,17.0,,5871
1004947,P00344242,M,36-45,17,C,1,1,8,10.0,,9737
1004948,P00103342,M,46-50,2,A,1,1,8,,,9850
1004948,P00111142,M,46-50,2,A,1,1,1,15.0,16.0,11726
1004948,P00169442,M,46-50,2,A,1,1,8,,,1983
1004951,P00084242,F,36-45,17,B,3,1,8,14.0,,9951
1004951,P00350942,F,36-45,17,B,3,1,3,4.0,5.0,10825
1004953,P00084442,M,36-45,12,B,4+,0,13,16.0,,930
1004953,P00005042,M,36-45,12,B,4+,0,6,16.0,,20644
1004953,P00022442,M,36-45,12,B,4+,0,8,16.0,,7758
1004954,P00119742,M,46-50,0,C,3,1,5,8.0,12.0,6965
1004957,P00307542,M,26-35,2,A,1,1,1,15.0,,11839
1004957,P00122442,M,26-35,2,A,1,1,1,11.0,15.0,12061
1004958,P00189842,M,18-25,7,B,1,0,3,4.0,5.0,13705
1004958,P00247942,M,18-25,7,B,1,0,5,14.0,15.0,8653
1004958,P00155642,M,18-25,7,B,1,0,8,,,9737
1004961,P00161842,M,26-35,7,C,1,1,10,13.0,16.0,14020
1004966,P00080342,M,51-55,14,B,1,1,1,6.0,8.0,18956
1004972,P00090842,M,36-45,0,C,2,0,11,15.0,,7581
1004972,P00030842,M,36-45,0,C,2,0,1,2.0,15.0,11731
1004976,P00070342,M,26-35,11,C,4+,1,1,2.0,14.0,15330
1004979,P00105042,M,36-45,2,B,1,1,5,9.0,,5194
1004979,P00244142,M,36-45,2,B,1,1,1,2.0,15.0,4485
1004979,P00187042,M,36-45,2,B,1,1,2,4.0,5.0,9687
1004980,P00184942,M,26-35,1,B,0,0,1,8.0,17.0,19272
1004987,P00117942,F,55+,8,A,0,0,5,15.0,,6926
1004995,P00102242,M,51-55,20,B,0,1,8,12.0,,4080
1004995,P00208742,M,51-55,20,B,0,1,1,6.0,16.0,15772
1005000,P00212942,M,26-35,4,B,4+,0,5,,,7157
1005000,P00158042,M,26-35,4,B,4+,0,8,,,9701
1005001,P00238542,F,26-35,2,B,1,0,5,14.0,,7153
1005002,P00112542,M,26-35,17,B,1,1,1,11.0,15.0,11537
1005002,P00058442,M,26-35,17,B,1,1,5,14.0,,5311
1005004,P00085042,F,55+,1,C,1,1,5,6.0,,8868
1005005,P00184942,M,46-50,16,B,2,0,1,8.0,17.0,15917
1005005,P00303542,M,46-50,16,B,2,0,5,,,5332
1005006,P00112142,M,36-45,3,C,1,0,1,2.0,14.0,19703
1005008,P00346242,M,26-35,20,B,1,1,1,15.0,,15232
1005010,P00112142,M,46-50,15,B,2,1,1,2.0,14.0,7782
1005011,P00115842,M,18-25,4,B,1,0,16,,,20761
1005013,P00177442,M,18-25,4,C,4+,0,1,6.0,8.0,15337
1005015,P00048442,M,36-45,6,B,2,1,5,14.0,,8781
1005015,P00303842,M,36-45,6,B,2,1,5,8.0,14.0,6951
1005015,P00230942,M,36-45,6,B,2,1,5,14.0,,8576
1005015,P00223742,M,36-45,6,B,2,1,2,4.0,8.0,9997
1005015,P00169742,M,36-45,6,B,2,1,1,8.0,15.0,7797
1005015,P00329542,M,36-45,6,B,2,1,1,15.0,16.0,4367
1005016,P00178942,F,36-45,1,C,2,1,5,8.0,,5341
1005018,P00085242,F,55+,12,C,1,1,8,14.0,17.0,10019
1005018,P00265242,F,55+,12,C,1,1,5,8.0,,6895
1005019,P00116842,M,26-35,7,A,4+,0,2,5.0,8.0,13133
1005024,P00085642,F,46-50,1,C,1,0,5,14.0,,6858
1005026,P00130742,M,26-35,17,B,1,1,1,14.0,17.0,15546
1005026,P00117642,M,26-35,17,B,1,1,10,16.0,,18846
1005026,P00271142,M,26-35,17,B,1,1,5,,,8657
1005027,P00021742,F,26-35,14,C,1,1,5,,,5296
1005034,P00034442,F,26-35,15,C,1,1,1,14.0,16.0,15509
1005035,P00282742,F,26-35,17,B,1,1,5,,,7186
1005038,P00111142,M,26-35,20,B,0,0,1,15.0,16.0,19378
1005038,P00275642,M,26-35,20,B,0,0,8,,,6191
1005042,P00119042,F,18-25,2,A,4+,1,5,,,5395
1005042,P00001742,F,18-25,2,A,4+,1,8,14.0,,5891
1005046,P00331942,M,26-35,16,A,0,0,5,,,8648
1005046,P00130742,M,26-35,16,A,0,0,1,14.0,17.0,18969
1005049,P00007242,M,26-35,12,B,0,0,8,12.0,,7923
1005054,P00115542,M,36-45,2,B,0,0,8,,,6136
1005054,P00331342,M,36-45,2,B,0,0,8,16.0,,9735
1005054,P00355042,M,36-45,2,B,0,0,18,,,2359
1005056,P00242742,M,46-50,1,C,1,1,1,2.0,9.0,15814
1005057,P00318942,M,51-55,7,C,4+,0,8,16.0,,5909
1005059,P00136742,M,46-50,16,C,1,1,1,14.0,16.0,15199
1005061,P0095942,F,18-25,19,C,2,1,3,4.0,,13633
1005065,P00085242,M,26-35,14,C,4+,1,8,14.0,17.0,9851
1005065,P00205442,M,26-35,14,C,4+,1,5,8.0,14.0,5265
1005065,P00068042,M,26-35,14,C,4+,1,3,4.0,,2688
1005070,P00216342,M,26-35,2,A,0,0,3,4.0,5.0,10595
1005070,P00240142,M,26-35,2,A,0,0,5,,,8738
1005070,P00024042,M,26-35,2,A,0,0,7,,,20642
1005070,P00188942,M,26-35,2,A,0,0,8,,,8049
1005070,P00327342,M,26-35,2,A,0,0,16,,,12316
1005074,P00251242,M,0-17,0,B,2,0,5,11.0,,8565
1005074,P00252442,M,0-17,0,B,2,0,8,,,8078
1005074,P00254542,M,0-17,0,B,2,0,8,13.0,,6042
1005075,P00052842,M,51-55,6,C,1,1,10,15.0,,23823
1005076,P00318742,M,26-35,3,B,4+,0,1,8.0,,11517
1005077,P00116042,M,26-35,2,A,0,0,8,,,9713
1005077,P00178542,M,26-35,2,A,0,0,8,13.0,,9864
1005077,P00214442,M,26-35,2,A,0,0,8,,,5901
1005077,P00040442,M,26-35,2,A,0,0,5,14.0,,5192
1005080,P00255842,F,51-55,12,B,2,1,16,,,20633
1005083,P00046142,M,26-35,4,B,4+,1,1,16.0,,12110
1005084,P00158542,M,18-25,4,B,1,0,5,6.0,13.0,5425
1005085,P00089542,M,55+,17,C,0,0,5,,,7037
1005087,P00182242,F,26-35,6,B,1,1,1,5.0,6.0,11969
1005087,P00201342,F,26-35,6,B,1,1,1,2.0,9.0,15643
1005087,P00127242,F,26-35,6,B,1,1,1,16.0,,12042
1005088,P00071442,M,26-35,17,C,1,0,15,17.0,,20899
1005088,P00112542,M,26-35,17,C,1,0,1,11.0,15.0,19238
1005090,P00228242,F,36-45,19,B,3,1,8,,,7765
1005090,P00104542,F,36-45,19,B,3,1,8,,,7830
1005096,P00241242,M,26-35,11,B,2,0,1,11.0,15.0,7785
1005096,P00156742,M,26-35,11,B,2,0,5,6.0,8.0,5306
1005099,P00127942,M,18-25,0,B,3,0,1,2.0,5.0,11875
1005100,P00217742,M,51-55,6,B,1,1,5,14.0,,8864
1005100,P00119342,M,51-55,6,B,1,1,10,13.0,,23446
1005100,P00189642,M,51-55,6,B,1,1,8,13.0,,7796
1005100,P00104842,M,51-55,6,B,1,1,8,,,9914
1005103,P00151742,F,36-45,16,C,1,0,8,15.0,16.0,9899
1005103,P00076442,F,36-45,16,C,1,0,1,2.0,,11590
1005105,P00052842,M,51-55,7,C,1,1,10,15.0,,9774
1005107,P00193542,F,46-50,0,B,0,0,1,2.0,,11551
1005107,P00213242,F,46-50,0,B,0,0,5,8.0,,7094
1005107,P00192042,F,46-50,0,B,0,0,5,9.0,14.0,5259
1005107,P00067042,F,46-50,0,B,0,0,8,,,6132
1005108,P00029242,F,26-35,9,B,3,1,8,,,7908
1005108,P00092442,F,26-35,9,B,3,1,2,4.0,,9764
1005111,P00212842,M,36-45,2,B,1,1,8,16.0,,4077
1005111,P00199842,M,36-45,2,B,1,1,16,,,16581
1005113,P00302442,M,26-35,0,A,3,1,5,6.0,,2017
1005114,P00174142,F,0-17,10,C,2,0,3,4.0,9.0,8010
1005120,P00352142,M,51-55,7,A,2,0,1,6.0,16.0,15192
1005121,P00070342,M,26-35,7,C,4+,0,1,2.0,14.0,11996
1005121,P00002142,M,26-35,7,C,4+,0,1,5.0,8.0,15831
1005121,P00016042,M,26-35,7,C,4+,0,1,16.0,,15751
1005124,P00014542,M,36-45,2,B,1,0,8,,,5936
1005124,P00154642,M,36-45,2,B,1,0,8,,,7762
1005128,P00242742,M,51-55,7,C,1,1,1,2.0,9.0,19416
1005129,P00256642,M,46-50,17,B,1,1,5,,,5268
1005129,P00264042,M,46-50,17,B,1,1,4,,,2855
1005131,P00000742,F,26-35,1,B,3,0,5,14.0,,5232
1005134,P00183642,M,26-35,17,B,2,0,4,5.0,9.0,1407
1005135,P00112142,M,36-45,7,C,4+,0,1,2.0,14.0,15539
1005136,P00192842,M,26-35,12,B,1,0,5,14.0,,5375
1005136,P00239342,M,26-35,12,B,1,0,8,,,3912
1005138,P00014642,M,26-35,17,B,0,0,8,14.0,17.0,9773
1005138,P00183242,M,26-35,17,B,0,0,5,15.0,,3659
1005139,P00340942,M,51-55,16,A,4+,1,8,,,5842
1005140,P00289242,M,26-35,6,B,2,0,1,8.0,,11924
1005140,P00178242,M,26-35,6,B,2,0,8,,,6180
1005153,P00216742,M,26-35,7,B,3,0,5,,,5445
1005153,P00120542,M,26-35,7,B,3,0,8,14.0,,3933
1005156,P00101942,M,18-25,14,A,1,1,8,17.0,,9907
1005157,P00089142,M,36-45,1,C,2,1,5,,,6976
1005163,P00130842,M,46-50,6,B,1,1,5,14.0,,8746
1005163,P00227542,M,46-50,6,B,1,1,13,,,750
1005165,P00249642,M,36-45,6,C,1,1,3,5.0,,13404
1005167,P00323942,M,18-25,15,C,3,0,8,15.0,,9875
1005169,P00345842,F,51-55,4,C,0,0,2,8.0,14.0,6866
1005170,P00278942,M,18-25,4,B,2,0,1,2.0,3.0,19245
1005171,P00187442,M,55+,17,C,1,1,2,4.0,5.0,9589
1005172,P00033342,F,36-45,11,B,1,0,5,14.0,,5182
1005172,P00087042,F,36-45,11,B,1,0,10,14.0,16.0,14351
1005174,P00290142,M,46-50,1,C,4+,0,8,,,7993
1005175,P00249342,F,36-45,9,C,1,0,5,,,3759
1005178,P00118742,M,51-55,0,C,1,1,5,11.0,,8718
1005180,P00083842,M,36-45,11,C,1,1,5,14.0,,5335
1005181,P00216342,M,26-35,7,C,1,1,3,4.0,5.0,10726
1005182,P00207342,F,36-45,7,B,4+,1,5,8.0,14.0,6956
1005182,P00249542,F,36-45,7,B,4+,1,1,5.0,15.0,15652
1005182,P00009242,F,36-45,7,B,4+,1,8,,,7937
1005182,P00165842,F,36-45,7,B,4+,1,14,,,11133
1005182,P00034742,F,36-45,7,B,4+,1,5,14.0,17.0,8573
1005184,P00328042,M,18-25,20,B,4+,1,8,14.0,,6013
1005184,P00234842,M,18-25,20,B,4+,1,5,6.0,16.0,8754
1005184,P00126042,M,18-25,20,B,4+,1,8,14.0,,5889
1005185,P00041542,F,36-45,4,C,1,0,8,,,6189
1005185,P00169042,F,36-45,4,C,1,0,1,16.0,,12013
1005185,P00186042,F,36-45,4,C,1,0,4,5.0,,2120
1005187,P00102642,M,18-25,16,C,1,0,4,8.0,9.0,2793
1005193,P00253042,M,36-45,12,B,2,1,8,,,4116
1005193,P00001142,M,36-45,12,B,2,1,5,8.0,14.0,3557
1005195,P00116342,M,36-45,7,B,0,1,2,,,16271
1005196,P00034842,M,55+,7,C,4+,1,5,14.0,,7064
1005197,P00145742,F,55+,3,C,3,1,1,2.0,,11976
1005197,P00273342,F,55+,3,C,3,1,10,,,14103
1005198,P00155642,F,18-25,4,B,0,0,8,,,5967
1005198,P00309542,F,18-25,4,B,0,0,5,14.0,,5371
1005200,P00325742,F,36-45,15,C,2,0,2,9.0,,16107
1005207,P00205442,M,26-35,0,A,3,1,5,8.0,14.0,7122
1005223,P00053042,M,55+,10,C,1,1,5,14.0,16.0,7022
1005225,P00138542,M,18-25,4,C,4+,1,5,6.0,,6946
1005225,P00343542,M,18-25,4,C,4+,1,8,11.0,,9927
1005232,P00070942,M,26-35,4,C,1,1,3,5.0,16.0,13542
1005234,P00136542,F,26-35,0,A,4+,1,5,8.0,,6869
1005236,P00210342,M,26-35,14,C,1,1,3,4.0,,8382
1005239,P00181642,M,36-45,7,B,2,1,11,16.0,,3019
1005239,P00003642,M,36-45,7,B,2,1,8,,,7923
1005240,P00023042,F,26-35,0,C,1,1,5,14.0,,6894
1005242,P00192542,M,26-35,1,C,3,1,1,2.0,9.0,15329
1005245,P00158542,F,46-50,1,B,2,1,5,6.0,13.0,7158
1005246,P00283942,F,18-25,0,C,1,1,5,,,8722
1005246,P00248142,F,18-25,0,C,1,1,5,,,8874
1005250,P00238542,M,51-55,6,B,4+,1,5,14.0,,1832
1005250,P00109542,M,51-55,6,B,4+,1,8,14.0,17.0,9796
1005251,P00120242,F,26-35,17,A,1,1,8,,,7794
1005256,P00148542,M,26-35,16,B,4+,1,1,16.0,17.0,15783
1005260,P00281742,M,36-45,7,A,1,1,5,8.0,18.0,8585
1005262,P00325942,F,26-35,14,C,2,0,5,,,5384
1005264,P00057442,M,18-25,4,B,4+,0,5,14.0,16.0,5443
1005269,P00184042,M,18-25,0,B,4+,0,1,8.0,,15384
1005269,P00120342,M,18-25,0,B,4+,0,5,17.0,,7044
1005269,P00192942,M,18-25,0,B,4+,0,5,,,6985
1005271,P00176642,F,26-35,0,A,1,0,6,8.0,,20390
1005273,P00085042,M,55+,20,B,3,1,5,6.0,,8645
1005273,P00085242,M,55+,20,B,3,1,8,14.0,17.0,9743
1005279,P00129542,F,26-35,14,B,2,1,8,14.0,,8001
1005282,P00116642,F,18-25,4,B,1,1,5,,,7065
1005282,P00307642,F,18-25,4,B,1,1,5,6.0,,6891
1005283,P00268342,M,18-25,2,C,1,1,5,,,7185
1005283,P00339342,M,18-25,2,C,1,1,1,,,11694
1005286,P00136542,M,46-50,16,B,0,0,5,8.0,,6871
1005294,P00165442,M,26-35,2,A,0,1,1,15.0,16.0,11914
1005294,P00252542,M,26-35,2,A,0,1,8,,,7917
1005300,P00181842,M,26-35,20,A,0,0,11,,,5907
1005301,P00344042,M,26-35,17,C,1,1,18,,,2310
1005302,P00158242,F,0-17,10,A,1,0,6,8.0,,4430
1005306,P00146042,F,26-35,17,B,4+,0,1,13.0,15.0,4448
1005306,P00049542,F,26-35,17,B,4+,0,8,,,8026
1005308,P00121342,M,55+,7,C,2,0,1,5.0,18.0,19649
1005312,P00348842,M,26-35,1,A,1,0,1,6.0,,15591
1005317,P00014542,F,26-35,0,A,1,0,8,,,9946
1005317,P00086242,F,26-35,0,A,1,0,10,,,23248
1005318,P00062842,M,18-25,17,B,4+,1,1,2.0,13.0,15733
1005319,P00226342,M,18-25,17,B,1,0,11,15.0,,4657
1005319,P00059742,M,18-25,17,B,1,0,1,11.0,15.0,15661
1005319,P00005042,M,18-25,17,B,1,0,6,16.0,,20202
1005319,P00156742,M,18-25,17,B,1,0,5,6.0,8.0,3765
1005321,P00031042,M,26-35,4,C,0,0,8,,,10024
1005322,P00084842,M,36-45,17,A,3,1,8,16.0,,8065
1005323,P00317842,M,26-35,20,B,1,1,8,,,5972
1005324,P00248942,M,26-35,7,C,0,1,1,6.0,14.0,15383
1005324,P00288942,M,26-35,7,C,0,1,1,2.0,5.0,15307
1005324,P00182642,M,26-35,7,C,0,1,2,4.0,9.0,12800
1005327,P00285442,M,26-35,7,A,1,0,8,,,8081
1005329,P00251842,F,26-35,5,B,1,0,1,15.0,16.0,7987
1005329,P00253042,F,26-35,5,B,1,0,8,,,8027
1005330,P00176542,F,26-35,0,C,2,0,8,14.0,17.0,8021
1005333,P00297042,F,26-35,7,A,4+,0,8,,,8095
1005333,P00235242,F,26-35,7,A,4+,0,8,,,6121
1005333,P00350942,F,26-35,7,A,4+,0,3,4.0,5.0,10640
1005335,P00313242,M,26-35,14,B,1,1,8,,,5874
1005336,P00120042,M,55+,7,C,4+,0,1,2.0,,15611
1005337,P00021842,F,36-45,3,C,3,1,5,8.0,14.0,8786
1005340,P00331042,F,51-55,3,C,1,1,5,8.0,,8855
1005340,P00293342,F,51-55,3,C,1,1,8,,,7970
1005342,P00223542,F,36-45,7,B,2,0,1,8.0,17.0,3886
1005344,P00108642,F,51-55,1,C,3,0,8,,,2285
1005345,P00100842,F,26-35,17,C,2,1,5,,,7071
1005345,P00336942,F,26-35,17,C,2,1,5,,,6953
1005348,P00346742,M,18-25,5,B,1,0,11,16.0,,4437
1005350,P00004242,M,18-25,5,A,1,0,1,6.0,8.0,4383
1005353,P00101942,M,26-35,6,C,4+,1,8,17.0,,7783
1005359,P00216142,M,18-25,16,B,3,0,1,16.0,,15220
1005359,P00321042,M,18-25,16,B,3,0,1,17.0,,11433
1005362,P00214142,M,36-45,13,C,1,0,8,,,5857
1005364,P00315442,F,26-35,3,A,3,0,1,,,15167
1005364,P00259842,F,26-35,3,A,3,0,1,14.0,16.0,11844
1005366,P00230942,M,18-25,12,C,3,0,5,14.0,,6979
1005367,P00189242,M,18-25,4,A,1,0,5,,,3656
1005367,P00268342,M,18-25,4,A,1,0,5,,,3655
1005367,P00184942,M,18-25,4,A,1,0,1,8.0,17.0,15623
1005371,P00031042,M,26-35,11,A,0,0,8,,,10060
1005371,P00327242,M,26-35,11,A,0,0,5,8.0,,8893
1005371,P00271142,M,26-35,11,A,0,0,5,,,7156
1005378,P00220242,M,36-45,18,A,1,0,3,12.0,,10562
1005381,P00124642,M,26-35,14,B,4+,1,16,,,20277
1005383,P00089042,M,36-45,1,C,0,0,13,,,939
1005387,P00117642,F,26-35,1,B,4+,1,10,16.0,,23452
1005387,P00284242,F,26-35,1,B,4+,1,16,,,16741
1005387,P00168342,F,26-35,1,B,4+,1,11,15.0,,2959
1005390,P00138442,M,0-17,0,C,1,0,1,2.0,16.0,15600
1005392,P00102642,M,51-55,1,B,1,1,4,8.0,9.0,3501
1005393,P00115542,M,36-45,7,C,2,0,8,,,10082
1005394,P00303442,M,18-25,0,A,2,0,1,8.0,14.0,11484
1005394,P0096642,M,18-25,0,A,2,0,2,3.0,4.0,6728
1005397,P00110842,M,18-25,0,B,2,1,1,2.0,5.0,19592
1005401,P00042242,F,18-25,1,C,2,1,5,15.0,,1873
1005401,P00034242,F,18-25,1,C,2,1,5,8.0,14.0,6965
1005404,P00114942,M,26-35,0,C,4+,1,1,15.0,16.0,15671
1005406,P00176642,F,36-45,0,C,3,1,6,8.0,,12687
1005412,P00304442,M,26-35,12,A,3,0,1,16.0,,15586
1005412,P00250242,M,26-35,12,A,3,0,5,,,8657
1005415,P00086042,F,26-35,7,C,3,1,8,14.0,17.0,9765
1005418,P00112542,F,26-35,0,C,1,1,1,11.0,15.0,15514
1005421,P00282642,M,36-45,17,A,1,1,5,,,3617
1005422,P00310842,M,51-55,7,A,2,1,6,8.0,10.0,16443
1005424,P00048742,F,36-45,2,C,2,0,5,,,7114
1005425,P00178642,M,18-25,4,B,1,0,5,15.0,,8789
1005426,P00036842,M,26-35,14,C,1,0,1,14.0,16.0,19238
1005428,P00173742,F,26-35,6,B,4+,0,1,5.0,8.0,15649
1005428,P00046042,F,26-35,6,B,4+,0,5,17.0,,5233
1005429,P00005142,F,26-35,1,B,3,0,5,,,8800
1005433,P00165742,F,36-45,17,B,3,1,8,16.0,,6057
1005433,P00311442,F,36-45,17,B,3,1,11,15.0,,3052
1005437,P00182142,M,26-35,11,C,4+,0,1,5.0,6.0,15801
1005447,P00211142,M,46-50,2,A,3,0,5,,,8651
1005448,P00321442,M,46-50,19,A,4+,0,13,16.0,,575
1005449,P00241542,M,18-25,12,C,1,0,1,6.0,,19250
1005452,P00057542,M,36-45,6,A,4+,0,3,4.0,5.0,8186
1005452,P00159442,M,36-45,6,A,4+,0,5,8.0,,5320
1005452,P00109242,M,36-45,6,A,4+,0,6,8.0,10.0,16009
1005454,P00089542,M,36-45,7,C,0,0,5,,,8821
1005456,P00302142,M,36-45,1,C,4+,0,5,14.0,,7104
1005458,P00021742,F,18-25,2,A,1,0,5,,,1982
1005459,P00000542,F,0-17,10,C,0,0,5,,,7139
1005461,P00268542,M,51-55,0,B,2,1,5,,,6984
1005462,P00220042,M,26-35,17,C,3,0,5,8.0,,7023
1005463,P00112842,M,36-45,0,B,3,1,8,17.0,,9910
1005463,P00117342,M,36-45,0,B,3,1,1,8.0,13.0,11736
1005463,P00090542,M,36-45,0,B,3,1,16,,,16419
1005463,P00119642,M,36-45,0,B,3,1,1,2.0,8.0,19420
1005464,P00110542,M,36-45,7,C,2,0,8,,,8092
1005466,P00109542,M,26-35,12,B,1,0,8,14.0,17.0,10075
1005468,P00197042,M,26-35,12,A,1,0,5,,,3702
1005472,P00112142,M,36-45,1,C,0,1,1,2.0,14.0,19356
1005472,P00157142,M,36-45,1,C,0,1,11,16.0,,3070
1005475,P00119442,M,26-35,4,A,2,0,5,,,8846
1005480,P00116842,F,26-35,14,B,0,1,2,5.0,8.0,12820
1005482,P00130742,M,18-25,7,A,1,0,1,14.0,17.0,15893
1005483,P00344542,F,26-35,6,B,3,0,16,,,12148
1005484,P00145042,M,46-50,17,C,4+,1,1,2.0,5.0,19530
1005485,P00192542,M,26-35,4,C,0,1,1,2.0,9.0,11518
1005487,P00002442,M,26-35,17,B,0,0,8,15.0,,7957
1005488,P00057542,M,26-35,15,C,1,0,3,4.0,5.0,10565
1005488,P00236942,M,26-35,15,C,1,0,12,,,1375
1005492,P00302442,M,18-25,4,A,4+,1,5,6.0,,3511
1005492,P00115542,M,18-25,4,A,4+,1,8,,,2093
1005493,P00150142,M,36-45,12,B,3,0,8,,,4050
1005493,P00201442,M,36-45,12,B,3,0,1,6.0,8.0,19045
1005496,P00028842,M,26-35,7,B,1,0,6,8.0,,16015
1005497,P00317442,M,26-35,4,A,1,1,1,8.0,,8117
1005497,P00201442,M,26-35,4,A,1,1,1,6.0,8.0,15523
1005501,P00125042,M,26-35,2,A,3,0,11,,,6015
1005501,P00315642,M,26-35,2,A,3,0,8,13.0,,9724
1005501,P00209842,M,26-35,2,A,3,0,5,8.0,,8795
1005501,P00121642,M,26-35,2,A,3,0,5,14.0,,7039
1005501,P00291542,M,26-35,2,A,3,0,5,,,5377
1005502,P00134942,M,26-35,2,A,4+,0,5,14.0,,5188
1005504,P00155742,M,46-50,7,B,1,1,8,,,7987
1005504,P00233342,M,46-50,7,B,1,1,1,15.0,16.0,15302
1005504,P00303442,M,46-50,7,B,1,1,1,8.0,14.0,18957
1005504,P00145842,M,46-50,7,B,1,1,4,5.0,,2071
1005512,P00057442,F,26-35,17,B,2,1,5,14.0,16.0,6984
1005512,P00073842,F,26-35,17,B,2,1,1,15.0,17.0,12012
1005516,P00285842,F,51-55,16,C,3,1,5,,,8860
1005517,P00176742,M,55+,0,C,2,1,8,14.0,,7791
1005518,P00334242,M,51-55,17,B,3,1,1,8.0,,15368
1005518,P00114942,M,51-55,17,B,3,1,1,15.0,16.0,19100
1005519,P00052842,M,36-45,15,C,3,0,10,15.0,,23785
1005519,P00084842,M,36-45,15,C,3,0,8,16.0,,8049
