type,id,name,uuid,city,area,avgRating,totalRatingsString,OrderDate,deliveryTime,age_group,minDeliveryTime,maxDeliveryTime,channel,address,locality,unserviceable,veg,name,Ingredients
F,49523,Vipul Dudhia ( Gajara ),b0532ca5-cba5-4ab3-aa5b-9ead44d93408,Ahmedabad,Navrangpura,4.4,100+ ratings,27-02-2019,32,0-18 years,32,32,Convenience Stores,Navnidhi Complex Near Stadium Circle Navrangpura Ahmedabad,Navrangpura,FALSE,TRUE,HAZELNUT CHOCOLATE CHIP GELATO,"MILK, SUGAR, CREAM, CHOCOLATE (PROCESSED WITH ALKALI), ALMONDS, COCONUT CONCENTRATE, COCONUT, DEXTROSE, COCONUT AND SOYBEAN AND SUNFLOWER OILS, SALT, CAROB BEAN GUM, SOY LECITHIN, VANILLA EXTRACT, NATURAL FLAVOR"
F,95220,Shakti - The Sandwich Shop Ratanpole,89186df1-cd74-40cc-aea6-403036facdba,Ahmedabad,Khadia,3.8,100+ ratings,02-01-2020,53,0-18 years,53,53,Convenience Stores,Amlipole Ratanpole Zaveriwad Kalupur Ahmedabad,Kalupur,FALSE,TRUE,KEY LIME PIE GELATO,"WATER, SUGAR, DESICCATED COCONUT, COCONUT OIL, WHEAT FLOUR, DEXTROSE, COCOA PROCESSED WITH ALKALI, ROLLED OATS, CHOCOLATE LIQUOR, BROWN SUGAR, CANOLA OIL, CAROB BEAN GUM, NATURAL FLAVOR, SEA SALT, SUNFLOWER LECITHIN, PECTIN, GUAR GUM, BAKING SODA, SALT, SOY LECITHIN"
F,407616,La Pinoz Pizza Navrangpura,9bfdcd2e-67a0-42bb-9006-19100d337283,Ahmedabad,Navrangpura,4.2,100+ ratings,17-09-2019,39,19-24 years,39,39,Convenience Stores,G4 YASH AQUA BELOW MC DONALDS VIJAY CROSS ROAD NAVRANGPURA AHMEDABAD 380009,Navrangpura,FALSE,TRUE,LEMON BERRY PIE,"MILK, SUGAR, EGG YOLK AND EGG, CREAM, DEXTROSE, CHOCOLATE (PROCESSED WITH ALKALI), COFFEE, COCONUT OIL, CAROB GUM, SOYBEAN OIL, NATURAL FLAVOR, SOY LECITHIN"
F,36657,The Belgian Waffle Co.,840ef372-4762-4a57-b7de-ddd940c0a428,Ahmedabad,Ambawadi,4.2,100+ ratings,09-07-2020,39,19-24 years,39,39,Convenience Stores,6 Shivalik plaza IIM Road Panjrapol Ahmedabad,Panjra Pole,FALSE,TRUE,MADAGASCAN VANILLA BEAN GELATO,"MILK, SUGAR†, CREAM, CHOCOLATE, EGG YOLKS, WATER, WHEAT FLOUR, CORN SYRUP†, SKIM MILK, DEXTROSE†, COCOA (PROCESSED WITH ALKALI), PALM OIL, NATURAL FLAVOR, MILK FAT, COFFEE, COCOA BUTTER, VANILLA EXTRACT, EGG WHITES, SOY LECITHIN, CAROB BEAN GUM, CHOCOLATE (PROCESSED WITH ALKALI), SUNFLOWER LECITHIN, PECTIN, LEMON JUICE CONCENTRATE, MOLASSES†, BAKING SODA, SALT, GUAR GUM, LEMON PEEL"
F,90053,Sanman Hotel,cefdd5f0-549f-423a-a01d-6f900ca5be7f,Ahmedabad,Usmanpura,4.1,20+ ratings,20-01-2019,36,24-30 years,36,36,Convenience Stores,Opposite Old High Court Road Near Income Tax Under Bridge Ashram Road Ahmedabad,Ashram Road,FALSE,TRUE,MEDITERRANEAN MINT GELATO,"WATER, SUGAR, EGG YOLKS AND EGG WHITES, COCONUT OIL, ALMONDS, COFFEE EXTRACT CONCENTRATE, DEXTROSE, CAROB BEAN GUM,VANILLA EXTRACT"
F,348290,The Poutinerie,f1249658-843d-4172-8cb3-d94e40264f6e,Ahmedabad,University Area,--,Too Few Ratings,04-07-2020,34,24-30 years,34,34,Convenience Stores,Shop No 2 Patel Chambers Opp Yanki Sizzlers H.L Commerce College Rd Navrangpura Ahmedabad Gujarat 380009,Navrangpura,FALSE,FALSE,MINT FUDGE COOKIE,"MILK, SUGAR, CREAM, EGG YOLKS AND EGG WHITES, CHOCOLATE, COCOA PROCESSED WITH ALKALI, COCONUT OIL, DEXTROSE, WATER, CHERRY PUREE, CANOLA OIL, VERMOUTH, CHERRY JUICE CONCENTRATE, MILK FAT, COCOA BUTTER, WHEY, LEMON JUICE CONCENTRATE, VANILLA EXTRACT, CHOCOLATE PROCESSED WITH ALKALI, CAROB BEAN GUM, COCOA, SOY LECITHIN, SALT, NATURAL FLAVOR"
F,70628,The Big F,f6490d20-e946-464c-926e-520e3bb3582a,Ahmedabad,Navrangpura,4.2,20+ ratings,30-10-2019,37,0-18 years,37,37,Retail Food Store,Near HL college navrangpura ahmedabad ahmedabad municipal corporation gujarat-380009,Commerce 6 roads,FALSE,TRUE,OLD WORLD EGGNOG GELATO,"WATER, SUGAR, COCOA PROCESSED WITH ALKALI, DEXTROSE, COCONUT OIL, EGG YOLKS, EGG WHITES, CHOCOLATE LIQUOR, CAROB BEAN GUM, SEA SALT, NATURAL FLAVOR, PECTIN"
F,429138,A-ONE BOMBAY BIRYANI,81703942-d6a9-47cd-bdd2-6d40afd56a3f,Ahmedabad,LalDarwaja,--,Too Few Ratings,30-05-2019,45,0-18 years,45,45,Retail Food Store,Shop No-05 Kohinoor Complex Nr. Torrent Power Opp. Gajali Flat Nr. Daimond Flat Shahpur Ahmedabad 380001,LalDarwaja,FALSE,FALSE,ORGANIC BROWN BUTTER CARAMEL,"MILK, SUGAR, CREAM, CHOCOLATE, EGG AND EGG YOLK, DEXTROSE, COCOA (PROCESSED WITH ALKALI), VERMOUTH, MILK FAT, COCOA BUTTER, CAROB GUM, CHOCOLATE (PROCESSED WITH ALKALI), SOY LECITHIN, VANILLA EXTRACT"
F,460179,Big Sandwich,3dd6b37b-62de-4acf-abc6-c4e50ce2f7de,Ahmedabad,Navrangpura,--,Too Few Ratings,19-10-2019,39,19-24 years,39,39,Retail Food Store,Basement -1 Siddarth Complex Nr. HL Collage of Commerce Navrangpura  Navrangpura(West Zone)  Ahmedabad Municipal Corporation Ahmedabad Gujarat-380009,Navrangpura,FALSE,FALSE,ORGANIC CHOCOLATE MOUSSE GELATO,"MILK, SUGAR, CREAM, EGG AND EGG YOLK, CHOCOLATE, DEXTROSE, COCOA (PROCESSED WITH ALKALI), WHEAT FLOUR, PALM OIL, SKIM MILK, FRUCTOSE, BROWN SUGAR, CAROB GUM, COCOA, SOYBEAN OIL, SALT, NATURAL FLAVOR, SOY LECITHIN, CORN STARCH"
F,36222,Red Rose Snack Bar,b0cc3893-34a0-4829-85f4-0b087a64fe22,Ahmedabad,Navrangpura,--,Too Few Ratings,19-02-2019,44,19-24 years,44,44,Restaurant,Near HL College Navrangpura Ahmedabad,Navrangpura,FALSE,TRUE,ORGANIC GINGER MATCHA GELATO,"MILK, SUGAR, CREAM, HAZELNUTS, CHOCOLATE, DEXTROSE, MILK FAT, COCOA BUTTER, CAROB BEAN GUM, CHOCOLATE (PROCESSED WITH ALKALI), VANILLA EXTRACT, XANTHAN GUM, SOY LECITHIN"
F,459383,Between Bread,ea5722ba-40be-4b6f-9fb8-ff69fe15d5af,Ahmedabad,Naranpura,--,Too Few Ratings,17-09-2019,40,24-30 years,40,40,Restaurant,Basement -1 Siddarth Complex Nr. HLCollage of Commerce Navrangpura Navrangpura(West Zone)  AhmedabadMunicipal Corporation AhmedabadGujarat-380009,Naranpura,FALSE,FALSE,ORGANIC OAK-AGED VANILLA GELATO,"MILK, SUGAR, CREAM, DEXTROSE, WHEAT FLOUR, COTTONSEED OIL, WHOLE WHEAT GRAHAM FLOUR, COCONUT OIL, CANOLA OIL, CAROB GUM, VANILLA EXTRACT, PALM AND PALM KERNEL OIL, WHEAT BRAN, HONEY, NATURAL FLAVOR, SALT, MOLASSES, SOY LECITHIN, WHEAT GERM, CINNAMON"
F,50356,Mirch Masala,fcd0f042-5b15-4b46-a15e-3151f3c0104c,Ahmedabad,Navrangpura,4.2,50+ ratings,16-11-2020,38,24-30 years,38,38,Retail Food Store,7 to 10 Chandan Complex Swastik Cross Road C G Road Ahmedabad,C G Road,FALSE,FALSE,PACIFIC COAST PISTACHIO GELATO,"MILK, SUGAR†, CREAM, LEMON JUICE, WHEAT FLOUR, TAPIOCA SYRUP, WATER, COCONUT OIL, BLUEBERRIES, DEXTROSE†, EGG YOLKS, PALM OIL, NATURAL FLAVOR, WHEAT BRAN, WHOLE EGG, CAROB BEAN GUM, GUAR GUM, SALT, BAKING SODA, LEMON PEEL, WHEAT GERM, SOY LECITHIN, PECTIN, RED CABBAGE JUICE (COLOR)"
F,36670,Azad Sweets & Restaurant,ff73d6cb-7331-4a7d-bf18-910b80ae582d,Ahmedabad,Navrangpura,3.8,100+ ratings,23-06-2020,33,30-36 years,33,33,Retail Food Store,Silver Point Near Niddhi Hospital Navrangpura Ahmedabad,Navrangpura,FALSE,FALSE,PEANUT BUTTER FUDGE SORBETTO,"MILK, SUGAR, CREAM, DEXTROSE, VANILLA EXTRACT, SUNFLOWER LECITHIN, CAROB BEAN GUM, GUAR GUM, NATURAL FLAVOR, LEMON PEEL"
F,64776,Alif Sandburg,047dcbe0-58d8-4ed1-95ad-e6a740236f8e,Ahmedabad,LalDarwaja,--,Too Few Ratings,09-12-2019,44,30-36 years,44,44,Leisure,Raja Mantion Mill Compound Near Torrent Power House Shahpur,Shahpur,FALSE,FALSE,PEANUT BUTTER VANILLA FUDGE,"MILK, SUGAR, CREAM, CHOCOLATE, DEXTROSE, MILK FAT, COCOA BUTTER, SUNFLOWER LECITHIN, CAROB BEAN GUM, NATURAL FLAVOR, GUAR GUM, CHOCOLATE (PROCESSED WITH ALKALI), VANILLA EXTRACT, SOY LECITHIN, MINT LEAF EXTRACTIVES"
F,214967,The Chocolate Heaven,7f7345ac-3e10-455f-a91b-9f4b45e51a44,Ahmedabad,University Area,--,Too Few Ratings,14-12-2019,44,36-45 years,44,44,Leisure,Narayan Park Kashi Bhuvan Near HL College Navrangpura Ahemdabad Ahmedabad Gujarat 380009,Navrangpura,FALSE,FALSE,PEPPERMINT BARK GELATO,"MILK, SUGAR, CREAM, COCONUT OIL, WHEAT FLOUR, COCOA PROCESSED WITH ALKALI, SKIM MILK, WATER, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON,THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, CHOCOLATE, CANOLA OIL, PALM OIL AND SOYBEAN OIL, BUTTER (CREAM, SALT), NATURAL FLAVOR, SUNFLOWER LECITHIN, SOY LECITHIN, CAROB BEAN GUM, DRIED CANE SYRUP, COCOA, GUAR GUM, BAKING SODA, SALT, CORN STARCH, VANILLA EXTRACT, MINT LEAF EXTRACTIVES"
F,425544,RECHARGE FOR HUNGER,f4fab21c-462f-4517-ab13-d11a2ea37d15,Ahmedabad,LalDarwaja,--,Too Few Ratings,13-06-2020,40,36-45 years,40,40,Leisure,G/F 11 Naaz Complex Shahpur  (Ahmedabad) Ahmedabad Municipal  Corporation Ahmedabad Municipal  Corporation Gujarat - 380001,LalDarwaja,FALSE,FALSE,PUMPKIN PIE,"MILK, SUGAR, CREAM, DEXTROSE, EGG YOLKS, CAROB GUM, VANILLA EXTRACT, NUTMEG, NATURAL FLAVOR"
F,270045,Hotel Cosmopolitan - Coriander,078b19ee-6a69-4126-b84e-2a3179ba755c,Ahmedabad,Navrangpura,--,Too Few Ratings,15-10-2019,47,45-55 years,47,47,Leisure,Citizen Enterprises (Hotel Cosmopolitan) Opp. Darshan Society Beside Jain Temple Nr. Stadium Cross Roads Navrangpura Ahmedabad - 380009,Navrangpura,FALSE,TRUE,RASPBERRY CHEESECAKE GELATO,"ORGANIC SKIM MILK, ORGANIC CANE SUGAR, ORGANIC CREAM, ORGANIC MILK, ORGANIC BUTTER (CREAM, SALT). ORGANIC GLUCOSE SYRUP, ORGANIC EGG YOLKS, ORGANIC DEXTROSE, ORGANIC CARAMELIZED SUGAR (ORGANIC CANE SUGAR, WATER), BAKING SODA, PECTIN, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT, SEA SALT"
F,270043,Little French House - Bakery & Cafe,bac9b7ed-20ca-4ff8-82cb-e3341efecdd3,Ahmedabad,Navrangpura,4.2,100+ ratings,22-05-2020,44,45-55 years,44,44,Leisure,Citiizen Arena Opposite Nidhi Hospital Near Stadium Circle Navrangpura Ahmedabad,Navrangpura,FALSE,FALSE,ROMAN RASPBERRY SORBETTO,"ORGANIC SKIM MILK, ORGANIC CANE SUGAR, ORGANIC CREAM, ORGANIC MILK, ORGANIC EGG WHITES AND EGG YOLKS, ORGANIC DEXTROSE, ORGANIC CHOCOLATE, ORGANIC COCOA PROCESSED WITH ALKALI, WATER, ORGANIC BUTTER (ORGANIC CREAM, SALT), ORGANIC CAROB BEAN GUM, ORGANIC BLACK COCOA PROCESSED WITH ALKALI"
F,425956,RONAK OMLET,f8534160-b5c5-4e7a-87e6-110425f7214f,Ahmedabad,Maninagar,3.8,20+ ratings,25-11-2020,35,55+ years,35,35,Convenience Stores,"OPP CALICO MILL MELDI MATA ROADBEHRAMPURAAHMEDABAD.	380022",Maninagar,FALSE,FALSE,SALTED CARAMEL TRUFFLE,"ORGANIC SKIM MILK, ORGANIC CREAM, ORGANIC CANE SUGAR, ORGANIC DEXTROSE, ORGANIC GINGER, ORGANIC MATCHA GREEN TEA, ORGANIC GREEN TEA, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT, ORGANIC LEMON JUICE CONCENTRATE"
F,59970,Pizza Zone,4871de25-a997-48a4-9505-47e0e1424ab6,Ahmedabad,Paldi,--,Too Few Ratings,03-06-2020,46,55+ years,46,46,Convenience Stores,104 Yash Pinacle Anjali Cross Road Paldi Bhattha Ahmedabad,Paldi,FALSE,TRUE,SEA SALT CARAMEL GELATO,"INGREDIENTS: ORGANIC SKIM MILK, ORGANIC CREAM, ORGANIC CANE SUGAR, ORGANIC DEXTROSE, OAKWOOD EXTRACT, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT"
F,336183,MAKEBA THE LOUNGE CAFE,e569db08-29a6-44ca-95fa-01f72fdcac61,Ahmedabad,University Area,3.7,20+ ratings,31-01-2020,44,0-18 years,44,44,Convenience Stores,7THF 701 THIRD EYE VISION NR AMA PANJARAPOLE Ahmedabad Municipal Corporation Gujarat 380015,Navrangpura,FALSE,FALSE,SOUTHERN BUTTER PECAN GELATO,"MILK, SUGAR, CREAM, PISTACHIOS, DEXTROSE, CAROB BEAN GUM, NATURAL FLAVOR, VANILLA EXTRACT"
F,421326,BABLU SHREE FARALI CENTER,0c5f699c-60f2-40bf-ba33-b1e9a8d8ee54,Ahmedabad,Paldi & Ambawadi,4.3,20+ ratings,13-08-2020,32,0-18 years,32,32,Convenience Stores,Dharnidhar Tower Opp. Temple Avenue Vikas Gruh Road Dharnidhar 4 Rasta Ahmedabad-380007,Paldi & Ambawadi,FALSE,FALSE,STRAWBERRY HIBISCUS SORBETTO,"WATER, PEANUTS, SUGAR, DEXTROSE, SALT, COCOA PROCESSED WITH ALKALI, CORN SYRUP, COCONUT OIL, CHOCOLATE, CORN STARCH, SEA SALT, VANILLA EXTRACT, CAROB BEAN GUM, GUAR GUM, XANTHAN GUM"
F,440498,Brew Coffee,ffa9d63f-b415-4259-9a0f-bcc8e7e1f438,Ahmedabad,Navrangpura,--,Too Few Ratings,07-03-2020,58,19-24 years,58,58,Restaurant,Shop No 4/5/6 Riddhi Siddhi Complex  Opp New Passport Office Gulbai TekraAhmedabad-380006,Navrangpura,FALSE,TRUE,VANILLA BLUEBERRY CRUMBLE GELATO,"MILK, SUGAR, CREAM, PEANUTS, COCONUT OIL, WHEAT FLOUR, SKIM MILK, WATER, COCOA PROCESSED WITH ALKALI, BUTTER (CREAM, SALT), CHOCOLATE, DEXTROSE, PEANUT OIL, BROWN SUGAR, EGGS, NATURAL FLAVOR, SALT, SUNFLOWER LECITHIN, VANILLA EXTRACT, CAROB BEAN GUM, COCOA, BAKING SODA, GUAR GUM, SOY LECITHIN"
F,418575,Jay Rajeshwari,b4a8046f-45dd-4fa4-8dd8-24886a7a0a99,Ahmedabad,Navrangpura,--,Too Few Ratings,04-12-2019,44,19-24 years,44,44,Retail Food Store,16SV desai marg naranpark society vasant vihar university road Ahmedabad .  Ahmedabad Municipal Corporation Ahmedabad Municipal Corporation Gujarat 380009,Navrangpura,FALSE,TRUE,VANILLA CARAMEL SWIRL GELATO,"MILK, SUGAR, CREAM, CHOCOLATE (PROCESSED WITH ALKALI), DEXTROSE, COCOA BUTTER, COCONUT AND SOYBEAN OIL, VANILLA EXTRACT, CAROB GUM, SOY LECITHIN, NATURAL FLAVOR"
F,399189,KAILASH OMLET CENTER,54f4d7e8-719b-4635-9deb-0d561762881a,Ahmedabad,Navrangpura,--,Too Few Ratings,06-10-2020,44,24-30 years,44,44,Retail Food Store,59/3 GOVERNMENT H COLONY B/H LAXMI GATHIYA RATH NEHRUNAGAR CROSS ROAD Ahmedabad .  Ahmedabad City Ahmedabad Municipal Corporation Gujarat - 380015,Navrangpura,FALSE,FALSE,VANILLA FUDGE COOKIE,"MILK, SUGAR†, CREAM, WHEAT FLOUR, PUMPKIN, WATER, BUTTER, BROWN SUGAR†, COCONUT OIL, DEXTROSE†, TAPIOCA STARCH, EGG, SUNFLOWER LECITHIN, CINNAMON, NATURAL FLAVOR, CAROB BEAN GUM, SALT, CARROT POWDER (COLOR), NUTMEG, GUAR GUM, VANILLA EXTRACT"
F,241328,1441 Pizzeria,894a3771-f9ec-4729-81a9-4d64dee7ec7c,Ahmedabad,Gulbai Tekra,4.3,100+ ratings,08-09-2020,38,24-30 years,38,38,Retail Food Store,GF-1 Vishwanath North View University Road Beside Regional Passport Office Gulbai Tekra Ahmedabad,Navrangpura,FALSE,TRUE,White Chocolate Raspberry Truffle Ice Cream,"MILK, SUGAR, CREAM, CREAM CHEESE (MILK, CREAM, CHEESE CULTURE, SALT, CAROB GUM, GUAR GUM, XANTHAN GUM), CORN SYRUP, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THAIMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), BALSAMIC VINEGAR (RED WINE VINEGAR, GRAPE MUST), EGG, WHOLE WHEAT GRAHAM FLOUR, RASPBERRY PUREE, VANILLA EXTRACT, CAROB GUM, MODIFIED CORN STARCH, PALM OIL, BROWN SUGAR, NATURAL FLAVOR, COLOR ADDED, CARRAGEENAN, HONEY, SALT, SOY LECITHIN"
F,86477,Umami By Curries,de33d498-9d9b-4e57-b71e-b2142513cebb,Ahmedabad,Ambawadi,4.4,100+ ratings,24-10-2019,44,0-18 years,44,44,Retail Food Store,105  Shivalik Plaza  Opposite Ahmedabad Management Association AMA   IIM Road  Near Navrangpura  Ahmedabad,Navrangpura,FALSE,FALSE,Banana Peanut Butter Chip Ice Cream,"RASPBERRIES, WATER, SUGAR, DEXTROSE, LEMON JUICE, CAROB BEAN GUM"
F,35984,Topaz,d1293195-3e65-4c40-9ecf-5cf93515847d,Ahmedabad,Navrangpura,--,Too Few Ratings,09-06-2019,37,0-18 years,37,37,Retail Food Store,Ronak Complex Ambavadi Ahmedabad,Ambavadi,FALSE,TRUE,Bourbon Praline Pecan Ice Cream,"MILK, SUGAR, SKIM MILK, CREAM, WATER, COCONUT OIL, CORN SYRUP, WHOLE EGG AND EGG YOLK, COCOA PROCESSED WITH ALKALI, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, PALM OIL AND SOYBEAN OIL, BAKING SODA, VANILLA EXTRACT, CAROB BEAN GUM, SUNFLOWER LECITHIN, SEA SALT, SOY LECITHIN, NATURAL FLAVOR, DRIED CANE SYRUP, COCOA, BUTTER (CREAM, SALT), GUAR GUM, CORN STARCH, SALT"
F,35981,Sandwichworkz - The Fusion Street Cafe,42f900cb-b81f-45c7-be51-145ac753f412,Ahmedabad,University Area,4.3,100+ ratings,03-08-2019,47,19-24 years,47,47,Restaurant,Basement Madhav Complex basement IIM Road Vastrapur Ahmedabad,Panjra Pole,FALSE,FALSE,Bourbon Vanilla Bean Truffle Ice Cream,"MILK, SKIM MILK, SUGAR, CREAM, EGG YOLK AND WHOLE EGG, CORN SYRUP, COCONUT OIL, DEXTROSE, COCOA (PROCESSED WITH ALKALI), SEA SALT, CAROB BEAN GUM, VANILLA EXTRACT, SOY LECITHIN, NATURAL FLAVOR"
F,53128,Bon Homie,f282174b-bdca-4cd5-8ef2-41f71ac96b90,Ahmedabad,Paldi,4.1,50+ ratings,13-01-2020,34,19-24 years,34,34,Restaurant,Bon homie Restaurant 1st floor yash pinnacle anjali cross road,Paldi,FALSE,TRUE,Butter Pecan Ice Cream,"MILK, SUGAR, CREAM, PECANS, EGG YOLK AND EGG, DEXTROSE, SKIM MILK, MOLASSES, CORN SYRUP, CAROB BEAN GUM, COTTONSEED OIL, VANILLA EXTRACT, SALT, NATURAL FLAVOR, SEA SALT"
F,128757,Apna Adda Barbeque  Rolls And Tikkas,d995c7ab-d786-46e2-a448-500d3034eaa8,Ahmedabad,University Area,4.2,100+ ratings,02-04-2020,40,24-30 years,40,40,Retail Food Store,Shop 15 Goyal Tower Opposite Gulbai Tekra Police Chowki University Road Panjrapole Vastrapur Ahmedabad,Vastrapur,FALSE,TRUE,Caramel Cone Ice Cream Bar,"WATER, STRAWBERRIES, SUGAR, DEXTROSE, CORN SYRUP, LEMON JUICE, HIBISCUS POWDER, HIBISCUS FLOWER, CAROB BEAN GUM, LIME JUICE CONCENTRATE, PECTIN, VEGETABLE JUICE (FOR COLOR)"
F,463779,Gully Nukkad,008fa2fc-e6a4-4072-b844-c2138289a4cf,Ahmedabad,Navrangpura,--,Too Few Ratings,30-01-2019,44,24-30 years,44,44,Retail Food Store,1 Ground Floor Nilkanth Avenue - 2 Building Income Tax Ashramroad  Ahmedabad - 380008,Navrangpura,FALSE,FALSE,Cherry Vanilla Ice Cream,"MILK, SUGAR, CREAM, TAPIOCA SYRUP, DEXTROSE, ROLLED OATS, COCONUT OIL, WHEAT FLOUR, BLUEBERRIES, VANILLA EXTRACT, BROWN SUGAR, NATURAL FLAVOR, CAROB BEAN GUM, VANILLA BEANS, PECTIN, GUAR GUM, COLOR ADDED, SALT, CITRIC ACID, LEMON PEEL"
F,464626,Malt Pizza,370983b9-54f4-4a64-91a3-81b9421b8ba9,Ahmedabad,Panjarapole Cross Road,--,Too Few Ratings,16-04-2019,40,0-18 years,40,40,Leisure,6 Antrix Complex Besides Honest Restaurant Panjarapole Char Rasta Panjara Pol Ambawadi Ahmedabad Gujarat 380015 India,Navrangpura,FALSE,TRUE,Chocolate Ice Cream,"MILK, SUGAR, CREAM, SKIM MILK, DEXTROSE, VANILLA EXTRACT, CORN SYRUP, CAROB GUM, NATURAL FLAVOR, LEMON PEEL, VANILLA BEANS"
F,275167,Tinello by Hyatt Regency,64f23ea5-a4a6-4bc0-9c37-9b038c0216d7,Ahmedabad,Usmanpura,--,Too Few Ratings,29-05-2019,53,0-18 years,53,53,Leisure,17/A Ashram Road Usmanpura Ahmedabad- 380014,Usmanpura Ashram Road,FALSE,FALSE,Chocolate Soft Dipped Ice Cream Bar,"MILK, SUGAR, SKIM MILK, CREAM, WATER, COCONUT OIL, CORN SYRUP, WHOLE EGG AND EGG YOLK, COCOA PROCESSED WITH ALKALI, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, PALM OIL AND SOYBEAN OIL, BAKING SODA, VANILLA EXTRACT, CAROB BEAN GUM, SUNFLOWER LECITHIN, SEA SALT, SOY LECITHIN, NATURAL FLAVOR, DRIED CANE SYRUP, COCOA, BUTTER (CREAM, SALT), GUAR GUM, CORN STARCH, SALT"
F,416101,Frankie on Fire Raipur,7fbce112-4e89-484e-9da1-81ec7a323159,Ahmedabad,LalDarwaja,--,Too Few Ratings,03-09-2019,47,19-24 years,47,47,Leisure,1692/3 Jalowali Naka Besides Ram na Khaman near Jay Radhe Hotel Raipur Chakla Khadia Ahmedabad Gujarat 380001 India,LalDarwaja,FALSE,TRUE,Chocolate Chip Cookie Dough Ice Cream,"MANGOS, WATER, SUGAR, DEXTROSE, LEMON JUICE, CAROB BEAN GUM"
F,149154,Dangee Dums,5345a997-4423-46bb-a4a0-c0e780f091a8,Ahmedabad,LalDarwaja,--,Too Few Ratings,07-08-2020,44,24-30 years,44,44,Leisure,Dangee Dums Ideal house padshah pol naka Relief Rd besides reliance jio store. Ahmedabad Gujarat 380001,Relief Road,FALSE,TRUE,Chocolate Chocolate Chip Ice Cream,"MILK, BANANAS, SUGAR†, WHEAT FLOUR, CREAM, NONFAT MILK, EGG YOLKS, WATER, EGG WHITES, COCONUT OIL, CORN SYRUP†, LEMON JUICE, WHOLE EGGS, CAROB BEAN GUM, BAKING SODA, VANILLA EXTRACT, NATURAL FLAVOR, SALT"
F,126067,Shree Krishna Cold Drinks & Dairy Farm,939c3026-58de-4c28-aeb1-f32a23357a2b,Ahmedabad,Navrangpura,4.1,20+ ratings,10-05-2019,31,0-18 years,31,31,Leisure,5 ANTRIX COMPLEX PANJRAPOLE CROSS ROAD AMBAVADI,PANJRAPOLE CROSS ROAD,FALSE,TRUE,Chocolate Dark Chocolate Ice Cream Bar,"MILK, SUGAR, CREAM, EGG AND EGG YOLK, DEXTROSE, CHOCOLATE, COCOA (PROCESSED WITH ALKALI), COCOA BUTTER, CHOCOLATE, CAROB GUM, SOY LECITHIN, NATURAL FLAVOR"
F,36778,Vaibhav Restaurant,8cb92565-8bac-4a5b-b320-57615f266b32,Ahmedabad,Gulbai Tekra,4.3,100+ ratings,10-02-2020,37,19-24 years,37,37,Convenience Stores,Panjrapole Cross Roads Ambavadi Ahmedabad,Ambavadi,FALSE,TRUE,Chocolate Fudge Non-Dairy Bar,"MILK, SUGAR, CREAM, BLACK RASPBERRIES, DEXTROSE, CHOCOLATE (PROCESSED WITH ALKALI), COCONUT OIL, CAROB GUM, SOYBEAN OIL, VANILLA EXTRACT, SOY LECITHIN NATURAL FLAVOR"
F,95753,Legends Of Punjab By Pepperazi,6f978bb4-3590-49ad-8316-5bdee948180d,Ahmedabad,Gulbai Tekra,4.2,20+ ratings,02-03-2019,47,24-30 years,47,47,Convenience Stores,1st Floor Tirupati House Near Panjrapole Cross Roads Gulbai Tekra Ahmedabad,Panjrapole,FALSE,TRUE,Chocolate Salted Fudge Truffle Non-Dairy,"MILK, SUGAR, CREAM, BLACK RASPBERRY PUREE, ROLLED OATS, COCONUT OIL, WHEAT FLOUR, WATER, TAPIOCA SYRUP, BROWN SUGAR, BLUEBERRIES, DEXTROSE, NATURAL FLAVOR, SUNFLOWER LECITHIN, CAROB BEAN GUM, GUAR GUM, VANILLA EXTRACT, PECTIN, RED CABBAGE JUICE CONCENTRATE (FOR COLOR), SALT"
F,36174,Sphere Lounge,eac9c71b-bd91-4cc8-84ae-cd609042d6e6,Ahmedabad,University Area,4.3,100+ ratings,08-05-2019,44,0-18 years,44,44,Convenience Stores,13th floor Addor Aspire University Road Navrangpura Ahmedabad,Navrangpura,FALSE,FALSE,Chocolate Sea Salt Caramel HEAVEN Light Ice Cream,"MILK, SUGAR, CREAM, DEXTROSE, SKIM MILK, WHEAT FLOUR, CINNAMON, DRIED APPLES, CORN SYRUP, VANILLA EXTRACT, CAROB GUM, COCONUT OIL, BAKING SODA, EGGS, SALT"
